Gene_name,GENE_ID,TB_HIGH1,TB_HIGH2,TB_HIGH3,TB_LOW1,TB_LOW2,TB_LOW3,TB_AM1,TB_AM2,TB_AM3,TB_IM1,TB_IM2,TB_IM3
RimJ,Rv0995,10.49585749,0,4.610615656,0,0,0,23.76651921,28.0079774,26.3390105,17.55811835,12.14860495,18.71161124
ArcA,Rv1001,70.32224515,89.12707308,110.6547757,0,8.467980564,17.9468236,81.20227397,66.45029933,80.52211782,75.63497134,74.76064587,74.03289664
TatD,Rv1008,6.297514491,10.94543003,4.610615656,0,0,0,15.84434614,5.491760275,15.8034063,4.727185709,10.27958881,7.321934832
RpfB,Rv1009,109.1569178,148.5451218,141.3922134,108.8762268,100.2044367,76.68188264,186.1710672,109.2860295,159.5391493,135.0624488,137.3726868,100.879991
IspE,Rv1011,31.48757246,42.21808725,20.74777045,0,29.63793197,6.526117672,48.8534006,48.87666645,59.45090942,33.7656122,35.51130679,23.59290113
Pks16,Rv1013,45.13218719,76.61801019,79.91733803,107.0913706,49.39655329,89.73411799,396.7688346,65.9011233,74.50177256,35.79154894,37.38032293,35.79612585
Pth,Rv1014c,13.64461473,7.818164305,18.44246262,8.924280887,8.467980564,9.789176508,24.4267003,25.81127329,23.32883787,21.60999181,30.83876642,31.72838427
RplY,Rv1015c,15.74378623,43.78172011,37.65336119,7.13942471,77.62315517,19.57835302,78.56154962,62.60606714,60.95599573,65.50528768,70.0881055,61.0161236
LpqT,Rv1016c,9.446271737,15.63632861,22.28464234,44.62140444,33.87192226,0,53.47466823,54.36842672,54.18310732,48.62248157,42.0528633,45.55870562
PrsA,Rv1017c,70.32224515,64.1089473,81.45420992,80.31852798,129.8423686,61.99811788,180.2294374,131.2530706,166.3120377,159.3736896,125.2240818,115.5238607
GlmU,Rv1018c,62.97514491,75.05437733,73.00141455,0,135.487689,65.26117672,159.7638236,129.0563665,122.6645346,87.11527949,114.0099849,89.49031462
Mfd,Rv1020,166.884134,262.6903207,155.9924964,155.2824874,105.849757,39.15670603,264.7326168,198.2525459,246.8341556,218.8011671,217.7403811,187.9296607
LpqU,Rv1022,14.69420048,1.563632861,12.29497508,7.13942471,31.04926207,40.78823545,45.55249516,37.34396987,45.15258943,37.81748567,32.70778257,39.86386742
Eno,Rv1023,60.87597342,100.0725031,66.08549107,21.41827413,84.67980564,9.789176508,111.5706041,82.37640413,97.07806728,91.16715295,93.45080733,89.49031462
KdpE,Rv1027c,3.148757246,1.563632861,11.52653914,0,0,0,10.56289743,6.040936303,19.56612209,3.37656122,8.41057266,3.254193259
KdpD,Rv1028c,54.57845892,65.67258016,67.62236295,83.88824034,36.69458244,47.31435312,42.9117708,52.72089864,39.88478733,39.16811016,51.39794403,39.05031911
KdpA,Rv1029,17.84295773,35.9635558,19.97933451,0,32.46059216,0,16.50452723,26.90962535,26.3390105,12.83093264,24.29720991,19.52515955
KdpB,Rv1030,33.58674395,56.290783,25.35838611,21.41827413,35.28325235,0,39.61086535,18.67198494,38.37970102,21.60999181,40.18384715,39.05031911
KdpC,Rv1031,7.34710024,32.83629008,8.452795369,0,16.93596113,0,11.88325961,9.335992468,7.525431572,8.779059173,17.75565339,6.508386518
TrcS,Rv1032c,9.446271737,20.32722719,16.90559074,0,0,11.42070593,21.78597594,24.16374521,40.63733049,7.428434685,14.0176211,10.57612809
TrcR,Rv1033c,10.49585749,0,5.379051598,0,16.93596113,0,21.78597594,8.78681644,16.55594946,5.402497953,0.934508073,4.881289888
EsxI,Rv1037c,26.23964371,10.94543003,15.36871885,32.12741119,31.04926207,0,3.961086535,2.745880138,0,0.675312244,3.738032293,0
EsxJ,Rv1038c,3.148757246,9.381797166,9.989667254,0,0,0,3.961086535,1.647528083,0,0.675312244,0,5.694838203
PPE15,Rv1039c,8.396685988,9.381797166,6.915923484,14.27884942,0,45.6828237,5.941629803,2.745880138,6.020345257,4.051873464,5.60704844,7.321934832
PE8,Rv1040c,2.099171497,0,2.305307828,0,8.467980564,0,8.58235416,5.491760275,2.257629472,3.37656122,7.476064587,5.694838203
FadD14,Rv1058,197.3221207,121.9633632,185.1930622,198.1190357,258.2734072,212.0988243,110.2502419,207.0393624,150.5086314,166.8021243,181.2945662,205.0141753
LpqV,Rv1064c,2.099171497,4.690898583,0,35.69712355,0,0,5.281448714,5.491760275,0,2.025936732,3.738032293,4.881289888
PE_PGRS19,Rv1067c,9.446271737,20.32722719,9.989667254,0,7.05665047,19.57835302,5.281448714,7.688464385,9.783061043,6.753122441,4.672540367,3.254193259
PE_PGRS20,Rv1068c,4.198342994,14.07269575,6.147487541,48.19111679,5.645320376,0,2.640724357,3.295056165,9.783061043,6.753122441,6.541556513,3.254193259
EchA8,Rv1070c,53.52887318,50.03625155,33.04274553,14.27884942,91.73645611,30.99905894,93.08553358,64.80277125,58.69836626,39.8434224,40.18384715,35.79612585
EchA9,Rv1071c,19.94212922,62.54531444,25.35838611,10.70913706,59.27586395,13.05223534,73.94028199,47.77831439,37.62715786,45.24592035,48.59441981,37.42322248
FadA3,Rv1074c,168.9833055,123.526996,207.4777045,165.9916245,314.726611,190.8889419,365.0801423,209.2360665,229.5256629,210.0221079,202.7882519,212.3361101
LipU,Rv1076,3.148757246,9.381797166,4.610615656,0,14.11330094,0,70.63937655,25.26209727,28.59663997,7.428434685,14.0176211,22.77935281
Cbs,Rv1077,133.2973901,132.9087932,116.0338273,160.637056,131.2536987,58.73505905,167.6859967,102.6959171,156.5289767,126.9587019,117.7480172,117.1509573
Pra,Rv1078,67.17348791,85.99980736,41.4955409,58.90025385,25.40394169,110.9440004,295.761128,81.27805207,81.27466097,52.67435504,51.39794403,51.25354383
MetB,Rv1079,45.13218719,46.90898583,53.79051598,41.05169208,29.63793197,55.47200021,210.5977675,55.46677878,48.91530522,45.9212326,57.00499247,59.38902697
GreA,Rv1080c,680.1315651,412.7990753,730.7825814,417.6563455,732.4803188,820.6592972,343.2941664,588.7167015,532.8005553,402.4860975,430.8082218,500.3322136
Mca,Rv1082,371.553355,311.1629393,346.5646101,249.8798648,231.4581354,326.3058836,170.9869021,197.7033699,167.8171241,255.2680283,255.120704,257.8948158
PE_PGRS21,Rv1087,90.26437438,45.34535297,86.83326152,76.74881563,55.04187367,21.20988243,25.74706248,49.42584248,36.12207154,54.02497953,32.70778257,34.98257753
PE9,Rv1088,4.198342994,9.381797166,2.305307828,26.77284266,0,47.31435312,1.320362178,2.19670411,1.505086314,0.675312244,0,0.813548315
CelA2b,Rv1090,4.198342994,3.127265722,6.915923484,0,9.879310658,0,4.621267625,7.139288358,1.505086314,8.103746929,3.738032293,4.881289888
PE_PGRS22,Rv1091,77.66934539,128.2178946,82.22264586,130.294501,46.5738931,164.7844712,66.01810892,32.40138562,66.97634099,43.89529586,43.92187945,44.74515731
CoaA,Rv1092c,15.74378623,9.381797166,36.88492525,14.27884942,127.0197085,6.526117672,33.00905446,63.70441919,54.18310732,42.54467138,42.98737137,58.57547866
GlyA1,Rv1093,234.0576219,268.9448521,252.0469892,82.10338416,217.3448345,259.4131774,239.6457354,197.1541939,285.9663997,277.5533323,279.4179139,287.1825551
DesA2,Rv1094,3060.592043,2758.248367,3113.702439,2066.863453,2567.209441,2587.605657,748.6453552,816.0755769,857.146656,1458.674447,1248.502786,1570.148247
PhoH2,Rv1095,1190.230239,1008.543195,1327.088873,1024.507446,879.2586486,913.656474,672.0643488,1015.975651,840.5907066,1079.824278,1217.66402,1190.221184
GlpX,Rv1099c,58.77680192,10.94543003,45.33772061,99.95194594,132.6650288,88.10258857,137.3176666,104.8926213,88.04754939,79.01153256,83.17121853,67.52451012
MazF3,Rv1102c,48.28094443,20.32722719,35.34805336,28.55769884,74.80049498,34.26211778,34.98959773,32.40138562,34.61698523,23.63592854,18.69016147,32.54193259
MazE3,Rv1103c,57.72721617,20.32722719,57.6326957,33.91226737,28.22660188,16.31529418,46.87285733,18.67198494,15.05086314,17.55811835,14.0176211,8.949031462
XseB,Rv1107c,16.79337198,7.818164305,19.21089857,10.70913706,5.645320376,55.47200021,54.7950304,58.21265892,53.43056416,49.29779382,36.44581486,56.94838203
XseA,Rv1108c,230.9088647,222.0358663,169.0559074,144.5733504,198.9975433,223.5195303,142.5991153,199.350898,209.9595409,204.61961,210.2643165,199.3193371
YchF,Rv1112,25.19005797,3.127265722,25.35838611,3.569712355,39.51724263,0,14.52398396,7.688464385,6.020345257,8.779059173,14.95212917,13.83032135
VapB32,Rv1113,4.198342994,0,7.684359426,0,0,32.63058836,6.601810892,6.040936303,6.020345257,2.025936732,2.80352422,6.508386518
VapC32,Rv1114,3.148757246,6.254531444,6.147487541,0,0,0,15.84434614,6.040936303,9.783061043,4.727185709,11.21409688,4.881289888
Zwf1,Rv1121,215.1650785,397.1627467,255.8891689,246.3101525,303.4359702,238.203295,295.1009469,378.931459,313.0579534,445.0307688,447.6293671,482.4341506
Gnd2,Rv1122,87.11561713,57.85441586,106.0441601,48.19111679,50.80788338,120.7331769,118.8325961,108.1876774,109.8713009,137.7636978,161.6698967,161.8961146
BpoB,Rv1123c,19.94212922,31.27265722,42.26397684,0,14.11330094,16.31529418,44.89231407,41.73737809,33.86444207,26.33717752,27.10073413,26.03354607
EphC,Rv1124,39.88425845,43.78172011,21.51620639,0,35.28325235,19.57835302,39.61086535,42.28655412,25.58646734,43.89529586,36.44581486,43.93160899
PpdK,Rv1127c,149.0411763,131.3451603,129.8656743,74.96395945,84.67980564,218.624942,116.1918717,215.8261788,129.437423,164.7761876,167.2769451,153.7606315
PrpD,Rv1130,334.8178538,347.1264951,399.5866902,294.5012693,491.1428727,571.0352963,132.6963989,41.73737809,65.47125467,319.4226914,195.3121873,198.5057888
PrpC,Rv1131,137.4957331,165.7450833,146.0028291,49.97597297,225.812815,181.0997654,106.9493365,40.63902604,21.0712084,239.7358466,214.0023488,165.1503079
MetE,Rv1133c,304.3798671,359.635558,360.3964571,421.2260579,481.2635621,195.7835302,1748.159524,451.4226946,653.2074604,411.2651566,384.0828181,353.0799686
PPE16,Rv1135c,19.94212922,4.690898583,6.915923484,39.2668359,0,32.63058836,13.86380287,12.63104863,13.54577683,7.428434685,9.345080733,10.57612809
EchA11,Rv1141c,50.38011593,35.9635558,26.89525799,146.3582065,19.75862132,42.41976487,31.02851119,37.34396987,25.58646734,16.8828061,30.83876642,34.16902922
EchA10,Rv1142c,81.86768839,68.79984589,122.9497508,60.68511003,46.5738931,123.9962358,81.20227397,118.6220219,109.1187578,81.03746929,107.4684284,99.2528944
Mcr,Rv1143,26.23964371,34.39992294,24.58995016,46.40626061,11.29064075,30.99905894,39.61086535,26.90962535,23.32883787,29.0384265,35.51130679,30.91483596
MmpL13a,Rv1145,18.89254347,21.89086005,14.60028291,10.70913706,4.233990282,13.05223534,17.82488941,13.18022466,17.30849262,24.31124079,33.64229064,21.9658045
MmpL13b,Rv1146,34.6363297,43.78172011,30.7374377,26.77284266,16.93596113,0,20.46561377,24.71292124,19.56612209,24.31124079,15.88663725,22.77935281
Omt,Rv1153c,20.99171497,20.32722719,19.21089857,28.55769884,28.22660188,11.42070593,13.86380287,10.98352055,5.2678021,11.48030815,18.69016147,19.52515955
PimE,Rv1159,82.91727414,40.65445439,72.23297861,39.2668359,117.1403978,119.1016475,66.01810892,53.8192507,48.16276206,58.75216523,65.41556513,78.91418653
MutT2,Rv1160,13.64461473,0,23.82151422,17.84856177,16.93596113,0,15.18416505,17.57363288,6.020345257,12.15562039,26.16622605,24.40644944
NarG,Rv1161,2150.601199,2250.067687,2374.467063,1670.625382,2138.165092,2029.622596,1837.283971,1738.691303,1690.964474,2723.53428,2287.675764,2520.372679
NarH,Rv1162,578.3217475,528.507907,605.5275228,362.325804,650.6231733,399.7247074,519.5625172,511.2828816,557.6344795,736.090346,683.1254016,681.7534877
NarJ,Rv1163,123.8511183,98.50887025,84.52795369,35.69712355,47.9852232,168.04753,130.7158557,107.6385014,94.06789465,170.8539978,119.6170334,122.8457955
NarI,Rv1164,118.6031896,92.2543388,121.4128789,132.0793571,59.27586395,78.31341206,112.2307852,104.8926213,103.8509557,128.3093264,102.7958881,100.0664427
LpqW,Rv1166,100.7602319,87.56344022,119.876007,148.1430627,98.79310658,96.26023566,154.4823749,131.8022466,149.0035451,158.0230651,176.6220259,144.8116
PPE17,Rv1168c,168.9833055,373.7082538,172.8980871,233.8161592,197.5862132,327.937413,79.8819118,84.57310824,95.57298096,82.38809378,68.21908935,77.2870899
PE12,Rv1172c,86.06603138,109.4543003,56.86425975,0,121.3743881,13.05223534,89.78462813,71.39288358,54.18310732,56.05091626,54.20146825,61.0161236
FbiC,Rv1173,226.7105217,311.1629393,252.0469892,91.02766505,287.9113392,146.8376476,488.534006,344.8825453,350.6851112,470.0173219,431.7427299,385.6219012
FadH,Rv1175c,97.61147462,286.1448136,106.0441601,83.88824034,173.5936016,52.20894137,135.9973044,123.5646062,117.3967325,128.9846386,128.027606,111.4561191
FdxC,Rv1177,119.6527753,106.3270346,130.6341102,67.82453474,148.1896599,176.2051771,129.3954935,165.3019843,171.5798398,178.9577447,195.3121873,226.9799798
Pks4,Rv1181,1280.494613,1169.59738,1148.811734,1220.841625,827.0394351,739.0828263,510.319982,650.7735926,574.1904289,1106.836768,1015.810276,872.9373417
PapA3,Rv1182,210.9667355,204.8359048,211.3198842,108.8762268,173.5936016,63.6296473,122.1335015,112.5810856,89.5526357,93.86840193,115.8790011,70.77870338
MmpL10,Rv1183,520.5945313,447.1989983,507.9361581,221.322166,584.2906589,520.4578843,226.4421136,397.0542679,349.1800249,373.447671,319.6017611,286.3690068
FadD21,Rv1185c,614.0076629,503.4897813,627.8121651,483.6960241,690.140416,590.6136493,297.0814901,456.9144549,409.3834775,383.5773546,366.3271647,378.2999663
RocA,Rv1187,114.4048466,60.98168158,75.30672238,64.25482239,101.6157668,81.5764709,57.43575476,57.66348289,46.65767574,49.29779382,64.48105706,65.08386518
SigI,Rv1189,13.64461473,32.83629008,28.43212988,28.55769884,9.879310658,0,9.242535249,19.77033699,23.32883787,14.85686937,13.08311303,17.08451461
FadD36,Rv1193,125.9502898,137.5996918,123.7181868,96.38223358,84.67980564,22.84141185,94.40589576,119.720374,142.9831999,103.3227733,95.31982348,103.320636
PE13,Rv1195,104.9585749,106.3270346,113.7285195,19.63341795,138.3103492,110.9440004,126.7547691,179.580561,161.0442356,251.2161548,220.5439053,233.4883663
PPE18,Rv1196,827.0735699,864.6889722,1170.327941,997.7346032,997.8103765,1071.914828,677.3457975,875.9357639,1033.994298,1348.598551,1284.014093,1221.949569
EsxL,Rv1198,106.0081606,79.74527591,114.4969555,103.5216583,203.2315335,96.26023566,73.2801009,91.7123966,103.0984125,145.8674447,74.76064587,108.2019259
DapD,Rv1201c,39.88425845,93.81797166,55.32738787,46.40626061,28.22660188,40.78823545,135.3371233,81.27805207,93.31535149,73.6090346,57.00499247,82.9819281
DapE,Rv1202,131.1982186,126.6542617,99.1282366,96.38223358,73.38916489,202.3096478,85.16336051,73.04041166,82.02720413,76.31028358,113.0754769,87.86321799
FadD6,Rv1206,75.5701739,60.98168158,59.16956758,7.13942471,28.22660188,60.36658846,97.04662011,66.99947536,72.24414309,101.2968366,96.25433155,98.43934608
FolP2,Rv1207,82.91727414,53.16351728,48.41146439,10.70913706,88.91379592,83.20800031,73.2801009,64.80277125,69.23397046,54.70029177,85.97474275,66.71096181
GpgS,Rv1208,72.42141665,62.54531444,52.2536441,1.784856177,38.10591254,53.84047079,66.01810892,69.7453555,63.96616836,82.38809378,92.51629926,77.2870899
TagA,Rv1210,82.91727414,39.09082153,114.4969555,57.11539768,23.9926116,45.6828237,83.18281724,75.23711577,82.77974729,124.2574529,132.7001464,115.5238607
GlgA,Rv1212c,26.23964371,43.78172011,26.12682205,0,36.69458244,0,25.74706248,23.06539316,34.61698523,26.33717752,32.70778257,26.03354607
GlgC,Rv1213,268.6939516,333.0537994,243.5941938,198.1190357,290.7339994,148.469177,186.1710672,216.3753548,237.8036377,164.7761876,155.1283402,168.4045011
PE14,Rv1214c,3.148757246,9.381797166,13.06341102,24.98798648,14.11330094,0,11.88325961,15.9261048,9.783061043,6.077810197,14.0176211,5.694838203
SigE,Rv1221,2465.476923,2165.631513,2629.587796,1750.94391,1889.770996,2354.29695,331.4109068,596.4051659,516.997149,581.4438421,588.7400862,635.3812338
RseA,Rv1222,348.4624685,267.3812192,398.8182542,255.2344334,211.6995141,106.0494122,209.9375864,218.572059,206.9493682,189.7627406,204.6572681,223.7257865
HtrA,Rv1223,805.0322691,808.3981892,876.0169746,944.1889179,578.6453385,557.9830609,486.5534628,508.5370015,580.2107742,526.0682381,524.2590291,485.6883439
TatB,Rv1224,106.0081606,78.18164305,106.812596,0,57.86453385,102.7863533,67.3384711,87.8681644,118.9018188,86.43996724,102.7958881,105.7612809
LpqX,Rv1228,14.69420048,3.127265722,6.147487541,78.53367181,0,13.05223534,6.601810892,5.491760275,5.2678021,6.077810197,6.541556513,9.762579777
LpqY,Rv1235,31.48757246,29.70902436,31.50587365,87.45795269,8.467980564,65.26117672,57.43575476,41.73737809,52.678021,41.86935913,53.26696018,55.3212854
SugA,Rv1236,22.04130072,51.59988441,21.51620639,30.34255502,0,0,42.25158971,18.12280891,36.8746147,27.68780201,21.49368569,32.54193259
SugB,Rv1237,13.64461473,18.76359433,19.21089857,89.24280887,28.22660188,0,25.74706248,25.81127329,21.82375156,23.63592854,19.62466954,17.89806292
CorA,Rv1239c,65.07431641,29.70902436,23.82151422,71.3942471,31.04926207,0,43.57195189,23.06539316,15.8034063,19.58405508,20.55917761,13.83032135
Mdh,Rv1240,86.06603138,65.67258016,69.15923484,46.40626061,148.1896599,42.41976487,243.6068219,144.9824713,148.251002,114.8030815,120.5515415,86.23612136
VapB33,Rv1241,8.396685988,3.127265722,11.52653914,0,8.467980564,0,23.10633812,13.18022466,16.55594946,14.85686937,9.345080733,16.27096629
VapC33,Rv1242,7.34710024,14.07269575,8.452795369,0,0,0,25.74706248,19.77033699,21.0712084,10.80499591,14.0176211,15.45741798
PE_PGRS23,Rv1243c,6.297514491,4.690898583,9.221231311,7.13942471,5.645320376,3.263058836,5.941629803,8.78681644,21.82375156,4.051873464,4.672540367,4.881289888
LpqZ,Rv1244,24.14047222,9.381797166,24.58995016,82.10338416,26.81527179,0,63.37738456,29.10632946,33.86444207,33.09029996,43.92187945,41.49096405
RelE,Rv1246c,4.198342994,3.127265722,4.610615656,0,16.93596113,0,5.941629803,12.08187261,7.525431572,10.80499591,5.60704844,13.83032135
RelB,Rv1247c,6.297514491,9.381797166,6.915923484,14.27884942,0,0,10.56289743,13.72940069,12.04069051,12.15562039,12.14860495,17.89806292
LprE,Rv1252c,2.099171497,3.127265722,3.07374377,0,0,0,9.902716338,4.39340822,9.030517886,1.350624488,3.738032293,4.881289888
DeaD,Rv1253,111.2560893,111.0179331,99.89667254,157.0673436,63.50985423,81.5764709,86.48372269,79.63052399,96.32552412,71.58309787,71.95712165,109.8290225
Cyp130,Rv1256c,11.54544323,9.381797166,32.27430959,62.46996621,36.69458244,48.94588254,31.68869228,34.04891371,43.64750312,28.36311425,38.31483101,26.03354607
UdgB,Rv1259,25.19005797,28.1453915,12.29497508,0,11.29064075,60.36658846,12.5434407,10.98352055,24.83392419,8.779059173,9.345080733,8.949031462
AmiB2,Rv1263,16.79337198,20.32722719,8.452795369,0,0,24.47294127,23.76651921,24.71292124,19.56612209,24.98655303,17.75565339,19.52515955
PknH,Rv1266c,64.02473066,43.78172011,49.17990033,37.48197973,46.5738931,61.99811788,79.8819118,63.70441919,66.22379783,51.32373055,40.18384715,56.94838203
EmbR,Rv1267c,4.198342994,18.76359433,6.147487541,0,0,0,19.14525159,7.139288358,18.81357893,12.15562039,11.21409688,9.762579777
LprA,Rv1270c,11.54544323,0,9.221231311,21.41827413,0,0,64.69774674,18.12280891,14.29831999,12.15562039,12.14860495,12.20322472
LprB,Rv1274,60.87597342,40.65445439,56.09582381,92.81252123,74.80049498,29.36752952,106.2891554,98.30250893,88.80009255,62.8040387,81.30220238,74.03289664
LprC,Rv1275,56.67763042,15.63632861,56.09582381,0,46.5738931,9.789176508,74.60046308,31.8522096,65.47125467,62.8040387,43.92187945,34.16902922
OppA,Rv1280c,83.96685988,53.16351728,89.90700529,130.294501,35.28325235,127.2592946,106.2891554,109.8352055,135.4577683,111.4265203,82.23671045,100.879991
OppD,Rv1281c,23.09088647,34.39992294,54.55895193,7.13942471,11.29064075,55.47200021,63.37738456,59.31101097,79.0170315,56.05091626,48.59441981,62.64322023
OppC,Rv1282c,27.28922946,7.818164305,19.21089857,0,8.467980564,29.36752952,13.86380287,24.71292124,25.58646734,31.73967547,28.96975027,21.9658045
OppB,Rv1283c,29.38840096,35.9635558,28.43212988,14.27884942,25.40394169,88.10258857,54.7950304,63.15524317,50.42039153,39.8434224,45.79089559,45.55870562
CysD,Rv1285,228.8096932,148.5451218,162.9084198,223.1070222,81.85714545,216.9934126,56.11539258,81.8272281,70.73905677,66.85591216,47.65991174,74.84644495
ArgS,Rv1292,74.52058815,40.65445439,72.23297861,87.45795269,131.2536987,58.73505905,104.9687932,112.5810856,123.4170778,106.6993346,91.58179119,69.15160675
LysA,Rv1293,178.4295773,120.3997303,162.1399839,219.5373098,180.650252,99.52329449,137.3176666,183.4247932,200.929023,194.4899263,190.639647,157.0148247
ThrA,Rv1294,237.2063792,150.1087547,188.2668059,208.8281728,245.5714364,79.94494148,202.6755944,239.440748,314.5630397,210.6974202,241.1030829,226.1664315
ThrC,Rv1295,230.9088647,154.7996532,179.8140106,212.3978851,207.4655238,233.3087068,153.8221938,256.4652049,276.1833387,231.6320997,270.0728332,215.5903034
ThrB,Rv1296,104.9585749,140.7269575,108.3494679,192.7644672,244.1601063,171.3105889,86.48372269,90.06486851,132.4475957,66.18059992,99.99236385,91.93095956
Rho,Rv1297,2296.493618,1948.286545,2467.447812,1811.62902,2702.69713,2364.086127,1117.026403,1654.667371,1572.062655,2301.464128,2110.11923,2066.412719
RpmE,Rv1298,290.7352523,272.0721178,275.8685034,117.8005077,203.2315335,357.3049425,299.7222145,432.7507097,380.0342944,347.1104935,446.6948591,429.5535102
PrfA,Rv1299,527.9416315,365.8900895,627.8121651,289.1467007,564.5320376,732.5567086,257.4706248,397.0542679,501.9462858,482.8482545,518.6519807,536.1283394
HemK,Rv1300,280.2393949,234.5449292,352.7120977,226.6767345,324.6059216,445.4075311,209.9375864,263.6044932,283.7087703,300.5139486,280.352422,268.4709439
Rfe,Rv1302,99.71064611,101.636136,119.876007,0,56.45320376,35.89364719,81.20227397,132.9005987,119.654362,128.3093264,133.6346545,109.8290225
AtpB,Rv1304,80.81810264,104.7634017,108.3494679,62.46996621,71.97783479,101.1548239,162.4045479,172.4412726,191.8985051,147.8933815,114.944493,140.7438584
AtpE,Rv1305,18.89254347,23.45449292,7.684359426,14.27884942,14.11330094,13.05223534,142.5991153,73.04041166,71.49159993,90.49184071,58.87400862,57.76193035
AtpF,Rv1306,107.0577464,151.6723875,172.8980871,114.2307954,63.50985423,208.8357655,274.6353331,166.9495124,172.332383,194.4899263,153.259324,186.3025641
AtpH,Rv1307,258.1980941,247.053992,356.5542774,310.5649749,249.8054266,231.6771773,594.1629803,413.5295487,447.0106354,438.9529586,384.0828181,401.8928675
AtpA,Rv1308,334.8178538,290.8357122,351.1752258,249.8798648,352.8325235,298.5698835,613.968413,383.3248672,433.4648585,426.122026,351.3750356,328.6735191
AtpG,Rv1309,192.074192,159.4905518,162.9084198,103.5216583,146.7783298,187.6258831,253.5095383,208.6868905,204.6917388,200.5677365,167.2769451,179.7941776
AtpD,Rv1310,340.0657825,340.8719637,487.9568236,358.7560917,430.4556787,486.1957665,565.7751935,542.0367392,526.78021,423.420777,415.8560926,488.1289888
AtpC,Rv1311,59.82638767,56.290783,43.80084873,64.25482239,135.487689,97.89176508,106.9493365,68.09782741,58.69836626,87.11527949,75.69515394,81.35483147
MurA,Rv1315,132.2478043,175.1268804,133.707854,298.0709816,211.6995141,135.4169417,157.1230992,162.0069281,156.5289767,176.2564957,168.2114532,164.3367596
Ogt,Rv1316c,19.94212922,68.79984589,33.04274553,58.90025385,16.93596113,22.84141185,33.00905446,55.46677878,36.8746147,55.37560401,51.39794403,58.57547866
AlkA,Rv1317c,400.9417559,376.8355195,321.97466,253.4495772,134.0763589,246.3609421,205.9764998,302.5959912,235.5460082,328.8770629,428.0046976,423.858672
FadA4,Rv1323,774.5942824,650.4712702,796.8680725,646.1179362,567.3546978,667.2955319,528.1448714,520.0696981,477.8649048,567.9375973,509.3069,604.4663978
PE_PGRS24,Rv1325c,34.6363297,25.01812578,10.7581032,21.41827413,0,63.6296473,28.38778684,30.20468151,47.4102189,40.51873464,23.36270183,32.54193259
GlgB,Rv1326c,147.9915905,173.5632476,94.51762094,242.7404401,220.1674947,81.5764709,165.0452723,155.9659918,234.0409219,175.5811835,206.5262842,177.3535326
GlgE,Rv1327c,161.6362053,107.8906674,142.9290853,526.5325723,179.2389219,213.7303537,233.0439245,263.6044932,283.7087703,273.5014589,298.1080754,257.8948158
GlgP,Rv1328,85.01644563,90.69070594,99.89667254,258.8041457,162.3029608,187.6258831,273.3149709,160.9085761,236.2985514,140.4649468,165.407929,164.3367596
DinG,Rv1329c,14.69420048,35.9635558,56.86425975,55.3305415,43.75123291,106.0494122,60.07647912,100.499213,69.98651362,74.95965909,82.23671045,47.18580225
PncB1,Rv1330c,11.54544323,32.83629008,23.05307828,66.03967856,39.51724263,94.62870624,39.61086535,41.18820206,46.65767574,39.16811016,47.65991174,33.3554809
ClpS,Rv1331,129.0990471,157.926919,75.30672238,89.24280887,94.5591163,53.84047079,50.83394387,89.51569249,80.52211782,59.42747748,76.62966201,66.71096181
CysO,Rv1335,7.34710024,31.27265722,8.452795369,49.97597297,38.10591254,0,38.29050317,32.40138562,34.61698523,40.51873464,26.16622605,37.42322248
CysM,Rv1336,136.4461473,81.30890877,106.0441601,69.60939092,100.2044367,68.52423555,162.4045479,129.6055425,198.6713935,202.5936732,176.6220259,192.8109506
MurI,Rv1338,55.62804467,75.05437733,48.41146439,0,56.45320376,73.41882381,87.14390378,132.3514226,134.7052251,121.5562039,128.9621141,102.5070877
LprD,Rv1343c,268.6939516,239.2358277,211.3198842,137.4339257,91.73645611,88.10258857,41.59140862,17.02445685,9.783061043,68.20653665,49.52892789,43.11806068
MbtL,Rv1344,180.5287488,153.2360204,171.3612152,164.2067683,141.1330094,52.20894137,15.18416505,9.335992468,11.28814736,51.32373055,25.23171798,39.05031911
MbtM,Rv1345,1352.91603,1213.3791,1245.634663,626.4845183,448.8029699,526.984002,204.6561377,135.6464788,132.4475957,544.3016687,418.6596169,426.2993169
MbtN,Rv1346,927.8338017,800.5800248,770.7412504,362.325804,321.7832614,347.515766,101.6678877,80.72887605,72.99668625,254.592716,212.1333326,181.4212742
MbtK,Rv1347c,9.446271737,18.76359433,14.60028291,0,0,45.6828237,10.56289743,8.78681644,9.783061043,21.60999181,4.672540367,8.135483147
IrtA,Rv1348,238.2559649,242.3630935,296.6162739,173.1310492,156.6576404,84.83952973,83.84299833,63.70441919,69.98651362,207.9961712,179.4255501,147.252245
IrtB,Rv1349,168.9833055,157.926919,153.6871885,48.19111679,79.03448526,24.47294127,28.38778684,42.83573015,48.16276206,114.1277692,93.45080733,75.65999327
FabG2,Rv1350,39.88425845,56.290783,26.89525799,32.12741119,49.39655329,37.52517661,25.08688139,29.10632946,27.09155366,22.9606163,23.36270183,26.84709439
PPE19,Rv1361c,365.2558405,401.8536453,525.6101848,255.2344334,172.1822715,295.3068246,50.83394387,98.30250893,119.654362,74.95965909,87.84375889,75.65999327
