TF,Gene,Input
Rv1353c,Rv3463,1
Rv1353c,Rv3466,1
Rv1353c,Rv3467,1
Rv1353c,Rv3488,1
Rv1353c,Rv3489,1
Rv1353c,Rv3490,1
Rv1353c,Rv3524,1
Rv1353c,Rv3526,1
Rv1353c,Rv3527,1
Rv1353c,Rv3532,1
Rv1353c,Rv3540c,1
Rv1353c,Rv3541c,1
Rv1353c,Rv3542c,1
Rv1353c,Rv3543c,1
Rv1353c,Rv3544c,1
Rv1353c,Rv3545c,1
Rv1353c,Rv3566c,1
Rv1353c,Rv3567c,1
Rv1353c,Rv3568c,1
Rv1353c,Rv3569c,1
Rv1353c,Rv3570c,1
Rv1353c,Rv3581c,1
Rv1353c,Rv3582c,1
Rv1353c,Rv3583c,1
Rv1353c,Rv3598c,1
Rv1353c,Rv3599c,1
Rv1353c,Rv3600c,1
Rv1353c,Rv3601c,1
Rv1353c,Rv3602c,1
Rv1353c,Rv3603c,1
Rv1353c,Rv3616c,1
Rv1353c,Rv3641c,1
Rv1353c,Rv3642c,1
Rv1353c,Rv3645,1
Rv1353c,Rv3660c,1
Rv1353c,Rv3661,1
Rv1353c,Rv3682,1
Rv1353c,Rv3707c,1
Rv1353c,Rv3728,1
Rv1353c,Rv3740c,1
Rv1353c,Rv3741c,1
Rv1353c,Rv3742c,1
Rv1353c,Rv3752c,1
Rv1353c,Rv3753c,1
Rv1353c,Rv3754,1
Rv1353c,Rv3805c,1
Rv1353c,Rv3813c,1
Rv1353c,Rv3814c,1
Rv1353c,Rv3815c,1
Rv1353c,Rv3816c,1
Rv1353c,Rv3817,1
Rv1353c,Rv3824c,1
Rv1353c,Rv3825c,1
Rv1353c,Rv3827c,1
Rv1353c,Rv3828c,1
Rv1353c,Rv3829c,1
Rv1353c,Rv3860,1
Rv1353c,Rv3861,1
Rv1353c,Rv3874,1
Rv1353c,Rv3875,1
Rv1353c,Rv3884c,1
Rv1353c,Rv3902c,1
Rv1353c,Rv3903c,1
Rv1353c,Rv3904c,1
Rv1353c,Rv3905c,1
Rv1353c,Rv3921c,1
Rv1353c,Rv3922c,1
Rv1353c,Rv3923c,1
Rv1353c,Rv3924c,1
Rv1359,Rv1359,1
Rv1359,Rv1635c,1
Rv1359,Rv1636,1
Rv1379,Rv1572c,1
Rv1379,Rv1573,1
Rv1379,Rv2145c,1
Rv1395,Rv0404,1
Rv1395,Rv0405,1
Rv1395,Rv1395,1
Rv1395,Rv1870c,1
Rv1395,Rv3479,1
Rv1404,Rv0011c,1
Rv1404,Rv0012,1
Rv1404,Rv0013,1
Rv1404,Rv0054,1
Rv1404,Rv0195,1
Rv1404,Rv0244c,1
Rv1404,Rv0576,1
Rv1404,Rv0577,1
Rv1404,Rv0692,1
Rv1404,Rv0693,1
Rv1404,Rv0694,1
Rv1404,Rv0745,1
Rv1404,Rv0746,1
Rv1404,Rv0747,1
Rv1404,Rv0783c,1
Rv1404,Rv0848,1
Rv1404,Rv0849,1
Rv1404,Rv0850,1
Rv1404,Rv1094,1
Rv1404,Rv1116,1
Rv1404,Rv1137c,1
Rv1404,Rv1138c,1
Rv1404,Rv1139c,1
Rv1404,Rv1255c,1
Rv1404,Rv1256c,1
Rv1404,Rv1305,1
Rv1404,Rv1306,1
Rv1404,Rv1307,1
Rv1404,Rv1331,1
Rv1404,Rv1332,1
Rv1404,Rv1333,1
Rv1404,Rv1334,1
Rv1404,Rv1335,1
Rv1404,Rv1336,1
Rv1404,Rv1337,1
Rv1404,Rv1338,1
Rv1404,Rv1339,1
Rv1404,Rv1340,1
Rv1404,Rv1341,1
Rv1404,Rv1374c,1
Rv1404,Rv1375,1
Rv1404,Rv1376,1
Rv1404,Rv1386,1
Rv1404,Rv1387,1
Rv1404,Rv1392,1
Rv1404,Rv1403c,1
Rv1404,Rv1404,1
Rv1404,Rv1405c,1
Rv1404,Rv1406,1
Rv1404,Rv1407,1
Rv1404,Rv1408,1
Rv1404,Rv1409,1
Rv1404,Rv1441c,1
Rv1404,Rv1442,1
Rv1404,Rv1682,1
Rv1404,Rv1730c,1
Rv1404,Rv1731,1
Rv1404,Rv2197c,1
Rv1404,Rv2198c,1
Rv1404,Rv2389c,1
Rv1404,Rv2390c,1
Rv1404,Rv2408,1
Rv1404,Rv2549c,1
Rv1404,Rv2550c,1
Rv1404,Rv2551c,1
Rv1404,Rv2552c,1
Rv1404,Rv2553c,1
Rv1404,Rv2554c,1
Rv1404,Rv2555c,1
Rv1404,Rv2956,1
Rv1404,Rv3018A,1
Rv1404,Rv3322c,1
Rv1404,Rv3323c,1
Rv1404,Rv3324c,1
Rv1404,Rv3370c,1
Rv1404,Rv3532,1
Rv1404,Rv3573c,1
Rv1404,Rv3574,1
Rv1404,Rv3746c,1
Rv1404,Rv3747,1
Rv1404,Rv3812,1
Rv1404,Rv3821,1
Rv1404,Rv3822,1
Rv1404,Rv3863,1
Rv1423,Rv0011c,1
Rv1423,Rv0049,1
Rv1423,Rv0055,1
Rv1423,Rv0056,1
Rv1423,Rv0057,1
Rv1423,Rv0058,1
Rv1423,Rv0081,1
Rv1423,Rv0082,1
Rv1423,Rv0083,1
Rv1423,Rv0084,1
Rv1423,Rv0085,1
Rv1423,Rv0086,1
Rv1423,Rv0087,1
Rv1423,Rv0088,1
Rv1423,Rv0153c,1
Rv1423,Rv0154c,1
Rv1423,Rv0229c,1
Rv1423,Rv0230c,1
Rv1423,Rv0232,1
Rv1423,Rv0233,1
Rv1423,Rv0297,1
Rv1423,Rv0350,1
Rv1423,Rv0351,1
Rv1423,Rv0352,1
Rv1423,Rv0353,1
Rv1423,Rv0430,1
Rv1423,Rv0431,1
Rv1423,Rv0432,1
Rv1423,Rv0433,1
Rv1423,Rv0446c,1
Rv1423,Rv0447c,1
Rv1423,Rv0448c,1
Rv1423,Rv0476,1
Rv1423,Rv0477,1
Rv1423,Rv0478,1
Rv1423,Rv0483,1
Rv1423,Rv0496,1
Rv1423,Rv0497,1
Rv1423,Rv0498,1
Rv1423,Rv0499,1
Rv1423,Rv0500,1
Rv1423,Rv0512,1
Rv1423,Rv0513,1
Rv1423,Rv0514,1
Rv1423,Rv0519c,1
Rv1423,Rv0533c,1
Rv1423,Rv0595c,1
Rv1423,Rv0596c,1
Rv1423,Rv0651,1
Rv1423,Rv0652,1
Rv1423,Rv0667,1
Rv1423,Rv0682,1
Rv1423,Rv0683,1
Rv1423,Rv0687,1
Rv1423,Rv0688,1
Rv1423,Rv0700,1
Rv1423,Rv0701,1
Rv1423,Rv0702,1
Rv1423,Rv0703,1
Rv1423,Rv0713,1
Rv1423,Rv0759c,1
Rv1423,Rv0789c,1
Rv1423,Rv0790c,1
Rv1423,Rv0791c,1
Rv1423,Rv0792c,1
Rv1423,Rv0883c,1
Rv1423,Rv0958,1
Rv1423,Rv0959,1
Rv1423,Rv0961,1
Rv1423,Rv0968,1
Rv1423,Rv0980c,1
Rv1423,Rv1011,1
Rv1423,Rv1012,1
Rv1423,Rv1145,1
Rv1423,Rv1146,1
Rv1423,Rv1148c,1
Rv1423,Rv1149,1
Rv1423,Rv1150,1
Rv1423,Rv1206,1
Rv1423,Rv1221,1
Rv1423,Rv1255c,1
Rv1423,Rv1256c,1
Rv1423,Rv1274,1
Rv1423,Rv1275,1
Rv1423,Rv1319c,1
Rv1423,Rv1320c,1
Rv1423,Rv1321,1
Rv1423,Rv1322,1
Rv1423,Rv1329c,1
Rv1423,Rv1330c,1
Rv1423,Rv1331,1
Rv1423,Rv1332,1
Rv1423,Rv1333,1
Rv1423,Rv1334,1
Rv1423,Rv1335,1
Rv1423,Rv1336,1
Rv1423,Rv1337,1
Rv1423,Rv1338,1
Rv1423,Rv1339,1
Rv1423,Rv1340,1
Rv1423,Rv1341,1
Rv1423,Rv1360,1
Rv1423,Rv1456c,1
Rv1423,Rv1503c,1
Rv1423,Rv1504c,1
Rv1423,Rv1539,1
Rv1423,Rv1540,1
Rv1423,Rv1547,1
Rv1423,Rv1582c,1
Rv1423,Rv1583c,1
Rv1423,Rv1584c,1
Rv1423,Rv1632c,1
Rv1423,Rv1633,1
Rv1423,Rv1634,1
Rv1423,Rv1768,1
Rv1423,Rv1843c,1
Rv1423,Rv1844c,1
Rv1423,Rv1845c,1
Rv1423,Rv1846c,1
Rv1423,Rv1848,1
Rv1423,Rv1849,1
Rv1423,Rv1850,1
Rv1423,Rv1851,1
Rv1423,Rv1852,1
Rv1423,Rv1853,1
Rv1423,Rv1860,1
Rv1423,Rv1954c,1
Rv1423,Rv1955,1
Rv1423,Rv1992c,1
Rv1423,Rv1993c,1
Rv1423,Rv1995,1
Rv1423,Rv2074,1
Rv1423,Rv2118c,1
Rv1423,Rv2119,1
Rv1423,Rv2197c,1
Rv1423,Rv2198c,1
Rv1423,Rv2311,1
Rv1423,Rv2350c,1
Rv1423,Rv2376c,1
Rv1423,Rv2458,1
Rv1423,Rv2526,1
Rv1423,Rv2527,1
Rv1423,Rv2529,1
Rv1423,Rv2542,1
Rv1423,Rv2562,1
Rv1423,Rv2563,1
Rv1423,Rv2564,1
Rv1423,Rv2565,1
Rv1423,Rv2566,1
Rv1423,Rv2567,1
Rv1423,Rv2585c,1
Rv1423,Rv2586c,1
Rv1423,Rv2587c,1
Rv1423,Rv2592c,1
Rv1423,Rv2593c,1
Rv1423,Rv2594c,1
Rv1423,Rv2595,1
Rv1423,Rv2596,1
Rv1423,Rv2644c,1
Rv1423,Rv2698,1
Rv1423,Rv2732c,1
Rv1423,Rv2733c,1
Rv1423,Rv2737A,1
Rv1423,Rv2741,1
Rv1423,Rv2752c,1
Rv1423,Rv2753c,1
Rv1423,Rv2770c,1
Rv1423,Rv2864c,1
Rv1423,Rv2871,1
Rv1423,Rv2872,1
Rv1423,Rv2922c,1
Rv1423,Rv2923c,1
Rv1423,Rv2927c,1
Rv1423,Rv2928,1
Rv1423,Rv2929,1
Rv1423,Rv2930,1
Rv1423,Rv2931,1
Rv1423,Rv2932,1
Rv1423,Rv2933,1
Rv1423,Rv2934,1
Rv1423,Rv2935,1
Rv1423,Rv2936,1
Rv1423,Rv2937,1
Rv1423,Rv2938,1
Rv1423,Rv2946c,1
Rv1423,Rv2947c,1
Rv1423,Rv2948c,1
Rv1423,Rv2949c,1
Rv1423,Rv2950c,1
Rv1423,Rv2981c,1
Rv1423,Rv3034c,1
Rv1423,Rv3092c,1
Rv1423,Rv3093c,1
Rv1423,Rv3094c,1
Rv1423,Rv3115,1
Rv1423,Rv3177,1
Rv1423,Rv3194c,1
Rv1423,Rv3195,1
Rv1423,Rv3196,1
Rv1423,Rv3197A,1
Rv1423,Rv3198A,1
Rv1423,Rv3198c,1
Rv1423,Rv3208A,1
Rv1423,Rv3209,1
Rv1423,Rv3258c,1
Rv1423,Rv3259,1
Rv1423,Rv3288c,1
Rv1423,Rv3289c,1
Rv1423,Rv3290c,1
Rv1423,Rv3296,1
Rv1423,Rv3297,1
Rv1423,Rv3343c,1
Rv1423,Rv3424c,1
Rv1423,Rv3425,1
Rv1423,Rv3429,1
Rv1423,Rv3441c,1
Rv1423,Rv3477,1
Rv1423,Rv3478,1
Rv1423,Rv3479,1
Rv1423,Rv3555c,1
Rv1423,Rv3587c,1
Rv1423,Rv3604c,1
Rv1423,Rv3616c,1
Rv1423,Rv3654c,1
Rv1423,Rv3655c,1
Rv1423,Rv3656c,1
Rv1423,Rv3657c,1
Rv1423,Rv3658c,1
Rv1423,Rv3659c,1
Rv1423,Rv3679,1
Rv1423,Rv3680,1
Rv1423,Rv3714c,1
Rv1423,Rv3715c,1
Rv1423,Rv3716c,1
Rv1423,Rv3717,1
Rv1423,Rv3749c,1
Rv1423,Rv3750c,1
Rv1423,Rv3752c,1
Rv1423,Rv3753c,1
Rv1423,Rv3765c,1
Rv1423,Rv3798,1
Rv1423,Rv3804c,1
Rv1423,Rv3876,1
Rv1423,Rv3877,1
Rv1423,Rv3885c,1
Rv1423,Rv3886c,1
Rv1423,Rv3887c,1
Rv1423,Rv3888c,1
Rv1423,Rv3901c,1
Rv1423,Rv3913,1
Rv1423,Rv3914,1
Rv1460,Rv0456A,1
Rv1460,Rv1116,1
Rv1460,Rv1460,1
Rv1460,Rv1461,1
Rv1460,Rv1462,1
Rv1460,Rv1463,1
Rv1460,Rv1464,1
Rv1460,Rv1465,1
Rv1460,Rv1466,1
Rv1460,Rv2107,1
Rv1460,Rv3597c,1
Rv1473A,Rv0002,1
Rv1473A,Rv0003,1
Rv1473A,Rv0004,1
Rv1473A,Rv0032,1
Rv1473A,Rv0033,1
Rv1473A,Rv0034,1
Rv1473A,Rv0035,1
Rv1473A,Rv0247c,1
Rv1473A,Rv0248c,1
Rv1473A,Rv0249c,1
Rv1473A,Rv0640,1
Rv1473A,Rv0648,1
Rv1473A,Rv0649,1
Rv1473A,Rv0650,1
Rv1473A,Rv0704,1
Rv1473A,Rv0714,1
Rv1473A,Rv0715,1
Rv1473A,Rv0716,1
Rv1473A,Rv0717,1
Rv1473A,Rv0759c,1
Rv1473A,Rv0786c,1
Rv1473A,Rv0787,1
Rv1473A,Rv0813c,1
Rv1473A,Rv0845,1
Rv1473A,Rv1234,1
Rv1473A,Rv1235,1
Rv1473A,Rv1236,1
Rv1473A,Rv1237,1
Rv1473A,Rv1238,1
Rv1473A,Rv1324,1
Rv1473A,Rv1479,1
Rv1473A,Rv1480,1
Rv1473A,Rv1481,1
Rv1473A,Rv1635c,1
Rv1473A,Rv1685c,1
Rv1473A,Rv1686c,1
Rv1473A,Rv1751,1
Rv1473A,Rv1806,1
Rv1473A,Rv1807,1
Rv1473A,Rv1918c,1
Rv1473A,Rv2025c,1
Rv1473A,Rv2516c,1
Rv1473A,Rv2517c,1
Rv1473A,Rv2518c,1
Rv1473A,Rv2519,1
Rv1473A,Rv2804c,1
Rv1473A,Rv2805,1
Rv1473A,Rv2806,1
Rv1473A,Rv3099c,1
Rv1473A,Rv3100c,1
Rv1473A,Rv3101c,1
Rv1473A,Rv3102c,1
Rv1473A,Rv3103c,1
Rv1473A,Rv3104c,1
Rv1473A,Rv3105c,1
Rv1473A,Rv3116,1
Rv1473A,Rv3117,1
Rv1473A,Rv3118,1
Rv1473A,Rv3119,1
Rv1473A,Rv3120,1
Rv1473A,Rv3193c,1
Rv1473A,Rv3386,1
Rv1473A,Rv3387,1
Rv1473A,Rv3396c,1
Rv1473A,Rv3397c,1
Rv1473A,Rv3398c,1
Rv1473A,Rv3581c,1
Rv1473A,Rv3582c,1
Rv1473A,Rv3583c,1
Rv1473A,Rv3718c,1
Rv1473A,Rv3719,1
Rv1473A,Rv3720,1
Rv1473A,Rv3736,1
Rv1473A,Rv3737,1
Rv1473A,Rv3738c,1
Rv1473A,Rv3763,1
Rv1473A,Rv3813c,1
Rv1473A,Rv3814c,1
Rv1473A,Rv3815c,1
Rv1473A,Rv3816c,1
Rv1473A,Rv3897c,1
Rv1473A,Rv3898c,1
Rv1556,Rv0135c,1
Rv1556,Rv0136,1
Rv1556,Rv1308,1
Rv1556,Rv1309,1
Rv1556,Rv1310,1
Rv1556,Rv1311,1
Rv1556,Rv1312,1
Rv1556,Rv1331,1
Rv1556,Rv1332,1
Rv1556,Rv1333,1
Rv1556,Rv1334,1
Rv1556,Rv1335,1
Rv1556,Rv1336,1
Rv1556,Rv1337,1
Rv1556,Rv1338,1
Rv1556,Rv1339,1
Rv1556,Rv1340,1
Rv1556,Rv1341,1
Rv1556,Rv1556,1
Rv1556,Rv1557,1
Rv1556,Rv1558,1
Rv1556,Rv1559,1
Rv1556,Rv1560,1
Rv1556,Rv1561,1
Rv1556,Rv1572c,1
Rv1556,Rv1573,1
Rv1556,Rv2884,1
Rv1556,Rv3205c,1
Rv1556,Rv3206c,1
Rv1556,Rv3646c,1
Rv1556,Rv3864,1
Rv1556,Rv3913,1
Rv1556,Rv3914,1
Rv1657,Rv1652,1
Rv1657,Rv1653,1
Rv1657,Rv1654,1
Rv1657,Rv1655,1
Rv1657,Rv1656,1
Rv1657,Rv1657,1
Rv1657,Rv1658,1
Rv1674c,Rv0089,1
Rv1674c,Rv0188,1
Rv1674c,Rv0324,1
Rv1674c,Rv0325,1
Rv1674c,Rv0326,1
Rv1674c,Rv0337c,1
Rv1674c,Rv0338c,1
Rv1674c,Rv1673c,1
Rv1674c,Rv1674c,1
Rv1674c,Rv2319c,1
Rv1674c,Rv2320c,1
Rv1674c,Rv2321c,1
Rv1674c,Rv2322c,1
Rv1674c,Rv2323c,1
Rv1674c,Rv2768c,1
Rv1674c,Rv3448,1
Rv1674c,Rv3449,1
Rv1675c,Rv1374c,1
Rv1675c,Rv1669,1
Rv1675c,Rv1670,1
Rv1675c,Rv1671,1
Rv1675c,Rv1676,1
Rv1675c,Rv1677,1
Rv1719,Rv0081,1
Rv1719,Rv0082,1
Rv1719,Rv0083,1
Rv1719,Rv0084,1
Rv1719,Rv0085,1
Rv1719,Rv0086,1
Rv1719,Rv0087,1
Rv1719,Rv0088,1
Rv1719,Rv0167,1
Rv1719,Rv0168,1
Rv1719,Rv0169,1
Rv1719,Rv0170,1
Rv1719,Rv0171,1
Rv1719,Rv0172,1
Rv1719,Rv0173,1
Rv1719,Rv0174,1
Rv1719,Rv0175,1
Rv1719,Rv0176,1
Rv1719,Rv0177,1
Rv1719,Rv0178,1
Rv1719,Rv0198c,1
Rv1719,Rv0280,1
Rv1719,Rv0281,1
Rv1719,Rv0290,1
Rv1719,Rv0291,1
Rv1719,Rv0292,1
Rv1719,Rv0427c,1
Rv1719,Rv0428c,1
Rv1719,Rv0429c,1
Rv1719,Rv0598c,1
Rv1719,Rv0599c,1
Rv1719,Rv0687,1
Rv1719,Rv0688,1
Rv1719,Rv1292,1
Rv1719,Rv1293,1
Rv1719,Rv1294,1
Rv1719,Rv1295,1
Rv1719,Rv1594,1
Rv1719,Rv1595,1
Rv1719,Rv1596,1
Rv1719,Rv1640c,1
Rv1719,Rv1641,1
Rv1719,Rv1714,1
Rv1719,Rv1715,1
Rv1719,Rv1716,1
Rv1719,Rv1717,1
Rv1719,Rv1816,1
Rv1719,Rv2205c,1
Rv1719,Rv2251,1
Rv1719,Rv2252,1
Rv1719,Rv2452c,1
Rv1719,Rv2453c,1
Rv1719,Rv2454c,1
Rv1719,Rv2455c,1
Rv1719,Rv2488c,1
Rv1719,Rv2489c,1
Rv1719,Rv2526,1
Rv1719,Rv2527,1
Rv1719,Rv2542,1
Rv1719,Rv2570,1
Rv1719,Rv2966c,1
Rv1719,Rv2987c,1
Rv1719,Rv2988c,1
Rv1719,Rv2989,1
Rv1719,Rv3065,1
Rv1719,Rv3066,1
Rv1719,Rv3067,1
Rv1719,Rv3288c,1
Rv1719,Rv3289c,1
Rv1719,Rv3290c,1
Rv1719,Rv3302c,1
Rv1719,Rv3303c,1
Rv1719,Rv3355c,1
Rv1719,Rv3356c,1
Rv1719,Rv3357,1
Rv1719,Rv3358,1
Rv1719,Rv3386,1
Rv1719,Rv3387,1
Rv1719,Rv3504,1
Rv1719,Rv3505,1
Rv1719,Rv3506,1
Rv1719,Rv3685c,1
Rv1719,Rv3686c,1
Rv1719,Rv3725,1
Rv1719,Rv3908,1
Rv1719,Rv3909,1
Rv1719,Rv3910,1
Rv1719,Rv3911,1
Rv1719,Rv3912,1
Rv1773c,Rv0667,1
Rv1773c,Rv1773c,1
Rv1773c,Rv1774,1
Rv1773c,Rv1775,1
Rv1773c,Rv3616c,1
Rv1776c,Rv0002,1
Rv1776c,Rv0003,1
Rv1776c,Rv0004,1
Rv1776c,Rv0005,1
Rv1776c,Rv0006,1
Rv1776c,Rv0014c,1
Rv1776c,Rv0015c,1
Rv1776c,Rv0016c,1
Rv1776c,Rv0017c,1
Rv1776c,Rv0018c,1
Rv1776c,Rv0019c,1
Rv1776c,Rv0029,1
Rv1776c,Rv0032,1
Rv1776c,Rv0033,1
Rv1776c,Rv0034,1
Rv1776c,Rv0035,1
Rv1776c,Rv0040c,1
Rv1776c,Rv0049,1
Rv1776c,Rv0059,1
Rv1776c,Rv0060,1
Rv1776c,Rv0063,1
Rv1776c,Rv0092,1
Rv1776c,Rv0096,1
Rv1776c,Rv0097,1
Rv1776c,Rv0098,1
Rv1776c,Rv0099,1
Rv1776c,Rv0100,1
Rv1776c,Rv0101,1
Rv1776c,Rv0103c,1
Rv1776c,Rv0113,1
Rv1776c,Rv0114,1
Rv1776c,Rv0115,1
Rv1776c,Rv0121c,1
Rv1776c,Rv0122,1
Rv1776c,Rv0123,1
Rv1776c,Rv0128,1
Rv1776c,Rv0132c,1
Rv1776c,Rv0133,1
Rv1776c,Rv0138,1
Rv1776c,Rv0139,1
Rv1776c,Rv0151c,1
Rv1776c,Rv0152c,1
Rv1776c,Rv0162c,1
Rv1776c,Rv0167,1
Rv1776c,Rv0168,1
Rv1776c,Rv0169,1
Rv1776c,Rv0170,1
Rv1776c,Rv0171,1
Rv1776c,Rv0172,1
Rv1776c,Rv0173,1
Rv1776c,Rv0174,1
Rv1776c,Rv0175,1
Rv1776c,Rv0176,1
Rv1776c,Rv0177,1
Rv1776c,Rv0178,1
Rv1776c,Rv0183,1
Rv1776c,Rv0205,1
Rv1776c,Rv0207c,1
Rv1776c,Rv0208c,1
Rv1776c,Rv0211,1
Rv1776c,Rv0218,1
Rv1776c,Rv0219,1
Rv1776c,Rv0220,1
Rv1776c,Rv0223c,1
Rv1776c,Rv0224c,1
Rv1776c,Rv0225,1
Rv1776c,Rv0226c,1
Rv1776c,Rv0227c,1
Rv1776c,Rv0250c,1
Rv1776c,Rv0251c,1
Rv1776c,Rv0269c,1
Rv1776c,Rv0270,1
Rv1776c,Rv0275c,1
Rv1776c,Rv0276,1
Rv1776c,Rv0282,1
Rv1776c,Rv0283,1
Rv1776c,Rv0284,1
Rv1776c,Rv0285,1
Rv1776c,Rv0286,1
Rv1776c,Rv0290,1
Rv1776c,Rv0291,1
Rv1776c,Rv0292,1
Rv1776c,Rv0298,1
Rv1776c,Rv0299,1
Rv1776c,Rv0337c,1
Rv1776c,Rv0338c,1
Rv1776c,Rv0347,1
Rv1776c,Rv0348,1
Rv1776c,Rv0349,1
Rv1776c,Rv0365c,1
Rv1776c,Rv0366c,1
Rv1776c,Rv0367c,1
Rv1776c,Rv0370c,1
Rv1776c,Rv0371c,1
Rv1776c,Rv0372c,1
Rv1776c,Rv0373c,1
Rv1776c,Rv0374c,1
Rv1776c,Rv0375c,1
Rv1776c,Rv0407,1
Rv1776c,Rv0408,1
Rv1776c,Rv0409,1
Rv1776c,Rv0424c,1
Rv1776c,Rv0440,1
Rv1776c,Rv0449c,1
Rv1776c,Rv0450c,1
Rv1776c,Rv0451c,1
Rv1776c,Rv0455c,1
Rv1776c,Rv0456A,1
Rv1776c,Rv0466,1
Rv1816,Rv0008c,1
Rv1816,Rv0053,1
Rv1816,Rv0065,1
Rv1816,Rv0117,1
Rv1816,Rv0127,1
Rv1816,Rv0141c,1
Rv1816,Rv0142,1
Rv1816,Rv0144,1
Rv1816,Rv0167,1
Rv1816,Rv0168,1
Rv1816,Rv0169,1
Rv1816,Rv0170,1
Rv1816,Rv0171,1
Rv1816,Rv0172,1
Rv1816,Rv0173,1
Rv1816,Rv0174,1
Rv1816,Rv0175,1
Rv1816,Rv0176,1
Rv1816,Rv0177,1
Rv1816,Rv0178,1
Rv1816,Rv0179c,1
Rv1816,Rv0194,1
Rv1816,Rv0226c,1
Rv1816,Rv0227c,1
Rv1816,Rv0232,1
Rv1816,Rv0233,1
Rv1816,Rv0252,1
Rv1816,Rv0253,1
Rv1816,Rv0317c,1
Rv1816,Rv0335c,1
Rv1816,Rv0336,1
Rv1816,Rv0337c,1
Rv1816,Rv0338c,1
Rv1816,Rv0360c,1
Rv1816,Rv0444c,1
Rv1816,Rv0462,1
Rv1816,Rv0463,1
Rv1816,Rv0495c,1
Rv1816,Rv0496,1
Rv1816,Rv0497,1
Rv1816,Rv0498,1
Rv1816,Rv0499,1
Rv1816,Rv0500,1
Rv1816,Rv0501,1
Rv1816,Rv0502,1
Rv1816,Rv0509,1
Rv1816,Rv0510,1
Rv1816,Rv0511,1
Rv1816,Rv0551c,1
Rv1816,Rv0552,1
Rv1816,Rv0553,1
Rv1816,Rv0554,1
Rv1816,Rv0567,1
Rv1816,Rv0576,1
Rv1816,Rv0577,1
Rv1816,Rv0581,1
Rv1816,Rv0582,1
Rv1816,Rv0586,1
Rv1816,Rv0587,1
Rv1816,Rv0588,1
Rv1816,Rv0589,1
Rv1816,Rv0590,1
Rv1816,Rv0590A,1
Rv1816,Rv0591,1
Rv1816,Rv0592,1
Rv1816,Rv0593,1
Rv1816,Rv0594,1
Rv1816,Rv0629c,1
Rv1816,Rv0630c,1
Rv1816,Rv0631c,1
Rv1816,Rv0634A,1
Rv1816,Rv0635,1
Rv1816,Rv0636,1
Rv1816,Rv0637,1
Rv1816,Rv0663,1
Rv1816,Rv0664,1
Rv1816,Rv0665,1
Rv1816,Rv0666,1
Rv1816,Rv0668,1
Rv1816,Rv0685,1
Rv1816,Rv0700,1
Rv1816,Rv0701,1
Rv1816,Rv0702,1
Rv1816,Rv0703,1
Rv1816,Rv0704,1
Rv1816,Rv0714,1
Rv1816,Rv0715,1
Rv1816,Rv0716,1
Rv1816,Rv0717,1
Rv1816,Rv0718,1
Rv1816,Rv0719,1
Rv1816,Rv0720,1
Rv1816,Rv0721,1
Rv1816,Rv0722,1
Rv1816,Rv0723,1
Rv1816,Rv0724,1
Rv1816,Rv0770,1
Rv1816,Rv0771,1
Rv1816,Rv0772,1
Rv1816,Rv0783c,1
Rv1816,Rv0814c,1
Rv1816,Rv0815c,1
Rv1816,Rv0822c,1
Rv1816,Rv0837c,1
Rv1816,Rv0841,1
Rv1816,Rv0842,1
Rv1816,Rv0843,1
Rv1816,Rv0875c,1
Rv1816,Rv0876c,1
Rv1816,Rv0909,1
Rv1816,Rv0910,1
Rv1816,Rv0933,1
Rv1816,Rv0934,1
Rv1816,Rv0968,1
Rv1816,Rv0969,1
Rv1816,Rv0970,1
Rv1816,Rv0991c,1
Rv1816,Rv0996,1
Rv1816,Rv1064c,1
Rv1816,Rv1065,1
Rv1816,Rv1066,1
Rv1816,Rv1094,1
Rv1816,Rv1113,1
Rv1816,Rv1114,1
Rv1816,Rv1123c,1
Rv1816,Rv1124,1
Rv1816,Rv1125,1
Rv1816,Rv1145,1
Rv1816,Rv1146,1
Rv1816,Rv1225c,1
Rv1816,Rv1270c,1
Rv1816,Rv1288,1
Rv1816,Rv1331,1
Rv1816,Rv1332,1
Rv1816,Rv1333,1
Rv1816,Rv1334,1
Rv1816,Rv1335,1
Rv1816,Rv1336,1
Rv1816,Rv1337,1
Rv1816,Rv1338,1
Rv1816,Rv1339,1
Rv1816,Rv1340,1
Rv1816,Rv1341,1
Rv1816,Rv1365c,1
Rv1816,Rv1371,1
Rv1816,Rv1372,1
Rv1816,Rv1373,1
Rv1816,Rv1388,1
Rv1816,Rv1413,1
Rv1816,Rv1414,1
Rv1816,Rv1457c,1
Rv1816,Rv1458c,1
Rv1816,Rv1459c,1
Rv1816,Rv1460,1
Rv1816,Rv1461,1
Rv1816,Rv1462,1
Rv1816,Rv1463,1
Rv1816,Rv1464,1
Rv1816,Rv1465,1
Rv1816,Rv1466,1
Rv1816,Rv1500,1
Rv1816,Rv1501,1
Rv1816,Rv1517,1
Rv1816,Rv1518,1
Rv1816,Rv1528c,1
Rv1816,Rv1541c,1
Rv1816,Rv1633,1
Rv1816,Rv1634,1
Rv1816,Rv1640c,1
Rv1816,Rv1669,1
Rv1816,Rv1670,1
Rv1816,Rv1671,1
Rv1816,Rv1816,1
Rv1816,Rv1882c,1
Rv1816,Rv1883c,1
Rv1816,Rv1884c,1
Rv1816,Rv1885c,1
Rv1816,Rv1886c,1
Rv1816,Rv1896c,1
