GENE_ID,GO_Term,GO_Ontology,GO_Link
Rv3615c,protein secretion by the type VII secretion system ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0044315
Rv3616c,protein secretion by the type VII secretion system ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0044315
Rv3870,protein secretion by the type VII secretion system ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0044315
Rv3871,protein secretion by the type VII secretion system ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0044315
Rv3874,protein secretion by the type VII secretion system ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0044315
Rv3875,protein secretion by the type VII secretion system ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0044315
Rv3876,protein secretion by the type VII secretion system ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0044315
Rv3881c,protein secretion by the type VII secretion system ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0044315
Rv0169,adhesion of symbiont to host ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0044406
Rv0350,adhesion of symbiont to host ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0044406
Rv0440,adhesion of symbiont to host ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0044406
Rv1837c,adhesion of symbiont to host ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0044406
Rv0296c,adhesion of symbiont to host cell ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0044650
Rv1018c,adhesion of symbiont to host cell ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0044650
Rv3248c,adhesion of symbiont to host cell ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0044650
Rv1760,glycerolipid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045017
Rv2285,glycerolipid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045017
Rv3088,glycerolipid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045017
Rv3130c,glycerolipid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045017
Rv3234c,glycerolipid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045017
Rv3480c,glycerolipid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045017
Rv3734c,glycerolipid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045017
Rv0334,extracellular polysaccharide biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045226
Rv3265c,extracellular polysaccharide biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045226
Rv3266c,extracellular polysaccharide biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045226
Rv3464,extracellular polysaccharide biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045226
Rv3465,extracellular polysaccharide biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045226
Rv1451,cellular respiration ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045333
Rv3147,cellular respiration ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045333
Rv0407,cell redox homeostasis ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045454
Rv0432,cell redox homeostasis ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045454
Rv0462,cell redox homeostasis ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045454
Rv0688,cell redox homeostasis ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045454
Rv0816c,cell redox homeostasis ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045454
Rv1470,cell redox homeostasis ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045454
Rv1471,cell redox homeostasis ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045454
Rv1932,cell redox homeostasis ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045454
Rv2215,cell redox homeostasis ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045454
Rv2428,cell redox homeostasis ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045454
Rv2429,cell redox homeostasis ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045454
Rv2878c,cell redox homeostasis ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045454
Rv3416,cell redox homeostasis ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045454
Rv3673c,cell redox homeostasis ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045454
Rv3913,cell redox homeostasis ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045454
Rv3914,cell redox homeostasis ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045454
Rv0014c,negative regulation of fatty acid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045717
Rv0015c,negative regulation of fatty acid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045717
Rv0931c,negative regulation of fatty acid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045717
Rv1743,negative regulation of fatty acid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045717
Rv2176,negative regulation of fatty acid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045717
Rv0300,positive regulation of translation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045727
Rv1560,positive regulation of translation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045727
Rv2830c,positive regulation of translation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045727
Rv0190,negative regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045892
Rv0353,negative regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045892
Rv0586,negative regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045892
Rv0674,negative regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045892
Rv0757,negative regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045892
Rv0967,negative regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045892
Rv0981,negative regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045892
Rv1033c,negative regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045892
Rv1102c,negative regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045892
Rv1719,negative regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045892
Rv1773c,negative regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045892
Rv1956,negative regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045892
Rv1963c,negative regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045892
Rv2359,negative regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045892
Rv2374c,negative regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045892
Rv2711,negative regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045892
Rv2720,negative regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045892
Rv2866,negative regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045892
Rv2989,negative regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045892
Rv3219,negative regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045892
Rv3287c,negative regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045892
Rv3358,negative regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045892
Rv3676,negative regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045892
Rv3855,negative regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045892
Rv0757,positive regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045893
Rv0818,positive regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045893
Rv0981,positive regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045893
Rv1033c,positive regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045893
Rv1266c,positive regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045893
Rv2050,positive regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045893
Rv2359,positive regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045893
Rv2488c,positive regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045893
Rv2710,positive regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045893
Rv2745c,positive regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045893
Rv2986c,positive regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045893
Rv3082c,positive regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045893
Rv3133c,positive regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045893
Rv3246c,positive regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045893
Rv3286c,positive regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045893
Rv3676,positive regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045893
Rv3911,positive regulation of transcriptionDNA-templated ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045893
Rv0079,negative regulation of translational elongation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045900
Rv3241c,negative regulation of translational elongation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045900
Rv0277c,negative regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045926
Rv0299,negative regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045926
Rv0550c,negative regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045926
Rv0582,negative regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045926
Rv0595c,negative regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045926
Rv0609,negative regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045926
Rv0624,negative regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045926
Rv0749,negative regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045926
Rv0910,negative regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045926
Rv1102c,negative regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045926
Rv1103c,negative regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045926
Rv1114,negative regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045926
Rv1242,negative regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045926
Rv1246c,negative regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045926
Rv1266c,negative regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045926
Rv1561,negative regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045926
Rv1942c,negative regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045926
Rv1955,negative regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045926
Rv1956,negative regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045926
Rv1959c,negative regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045926
Rv1962c,negative regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045926
Rv1991A,negative regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045926
Rv1991c,negative regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045926
Rv2010,negative regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045926
Rv2031c,negative regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045926
Rv2063A,negative regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045926
Rv2142c,negative regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045926
Rv2530c,negative regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045926
Rv2548,negative regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045926
Rv2549c,negative regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045926
Rv2602,negative regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045926
Rv2653c,negative regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045926
Rv2757c,negative regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045926
Rv2801c,negative regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045926
Rv2866,negative regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045926
Rv2872,negative regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045926
Rv3384c,negative regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045926
Rv3408,negative regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045926
Rv0298,positive regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045927
Rv0549c,positive regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045927
Rv0581,positive regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045927
Rv0596c,positive regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045927
Rv0608,positive regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045927
Rv0623,positive regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045927
Rv0626,positive regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045927
Rv0748,positive regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045927
Rv0909,positive regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045927
Rv1102c,positive regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045927
Rv1103c,positive regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045927
Rv1113,positive regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045927
Rv1241,positive regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045927
Rv1247c,positive regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045927
Rv1560,positive regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045927
Rv1943c,positive regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045927
Rv1955,positive regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045927
Rv1956,positive regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045927
Rv1960c,positive regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045927
Rv1962A,positive regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045927
Rv1991A,positive regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045927
Rv1991c,positive regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045927
Rv2009,positive regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045927
Rv2063,positive regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045927
Rv2142A,positive regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045927
Rv2530A,positive regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045927
Rv2547,positive regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045927
Rv2550c,positive regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045927
Rv2601A,positive regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045927
Rv2654c,positive regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045927
Rv2758c,positive regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045927
Rv2801A,positive regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045927
Rv2865,positive regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045927
Rv2871,positive regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045927
Rv3385c,positive regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045927
Rv3407,positive regulation of growth ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0045927
Rv1021,dUTP catabolic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046081
Rv2697c,dUTP catabolic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046081
Rv0948c,chorismate metabolic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046417
Rv1885c,chorismate metabolic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046417
Rv2949c,chorismate metabolic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046417
Rv0242c,short-chain fatty acid metabolic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046459
Rv1483,short-chain fatty acid metabolic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046459
pimC,glycerophospholipid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046474
Rv0436c,glycerophospholipid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046474
Rv1822,glycerophospholipid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046474
Rv2612c,glycerophospholipid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046474
Rv2746c,glycerophospholipid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046474
Rv0470c,S-adenosylmethionine metabolic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046500
Rv0503c,S-adenosylmethionine metabolic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046500
Rv3392c,S-adenosylmethionine metabolic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046500
Rv0183,glycerolipid catabolic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046503
Rv0220,glycerolipid catabolic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046503
Rv0646c,glycerolipid catabolic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046503
Rv1497,glycerolipid catabolic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046503
Rv0295c,sulfolipid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046506
Rv1373,sulfolipid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046506
Rv2267c,sulfolipid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046506
Rv3820c,sulfolipid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046506
Rv3823c,sulfolipid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046506
Rv3824c,sulfolipid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046506
Rv3826,sulfolipid biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046506
Rv1005c,tetrahydrofolate biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046654
Rv1207,tetrahydrofolate biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046654
Rv2763c,tetrahydrofolate biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046654
Rv3608c,tetrahydrofolate biosynthetic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046654
Rv0054,response to antibiotic ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046677
Rv0129c,response to antibiotic ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046677
Rv0242c,response to antibiotic ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046677
Rv0251c,response to antibiotic ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046677
Rv0350,response to antibiotic ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046677
Rv0406c,response to antibiotic ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046677
Rv1080c,response to antibiotic ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046677
Rv1218c,response to antibiotic ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046677
Rv1258c,response to antibiotic ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046677
Rv1473,response to antibiotic ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046677
Rv1636,response to antibiotic ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046677
Rv1640c,response to antibiotic ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046677
Rv1846c,response to antibiotic ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046677
Rv1886c,response to antibiotic ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046677
Rv1988,response to antibiotic ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046677
Rv2068c,response to antibiotic ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046677
Rv2462c,response to antibiotic ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046677
Rv2525c,response to antibiotic ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046677
Rv2719c,response to antibiotic ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046677
Rv2720,response to antibiotic ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046677
Rv2737c,response to antibiotic ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046677
Rv2936,response to antibiotic ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046677
Rv2937,response to antibiotic ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046677
Rv3197A,response to antibiotic ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046677
Rv3286c,response to antibiotic ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046677
Rv3361c,response to antibiotic ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046677
Rv3370c,response to antibiotic ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046677
Rv3418c,response to antibiotic ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046677
Rv3677c,response to antibiotic ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046677
Rv3855,response to antibiotic ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046677
Rv3867,response to antibiotic ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046677
Rv3910,response to antibiotic ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046677
Rv0186A,response to cadmium,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046686
Rv1994c,response to cadmium,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046686
Rv2641,response to cadmium,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046686
Rv0186A,response to copper,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046688
Rv0190,response to copper,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046688
Rv0350,response to copper,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046688
Rv0430,response to copper,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046688
Rv0847,response to copper,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046688
Rv0967,response to copper,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046688
Rv0969,response to copper,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046688
Rv1992c,response to copper,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046688
Rv2642,response to copper,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046688
Rv2963,response to copper,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046688
Rv0014c,protein autophosphorylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046777
Rv0015c,protein autophosphorylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046777
Rv0350,protein autophosphorylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046777
Rv0410c,protein autophosphorylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046777
Rv0490,protein autophosphorylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046777
Rv0902c,protein autophosphorylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046777
Rv1032c,protein autophosphorylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046777
Rv1266c,protein autophosphorylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046777
Rv1743,protein autophosphorylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046777
Rv1827,protein autophosphorylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046777
Rv2027c,protein autophosphorylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046777
Rv2031c,protein autophosphorylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046777
Rv2088,protein autophosphorylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046777
Rv2176,protein autophosphorylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046777
Rv2232,protein autophosphorylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046777
Rv2440c,protein autophosphorylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046777
Rv2445c,protein autophosphorylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046777
Rv2914c,protein autophosphorylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046777
Rv2984,protein autophosphorylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046777
Rv3080c,protein autophosphorylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046777
Rv3132c,protein autophosphorylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046777
Rv3220c,protein autophosphorylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046777
Rv3232c,protein autophosphorylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046777
Rv3764c,protein autophosphorylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046777
Rv0127,carbohydrate phosphorylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046835
Rv2029c,carbohydrate phosphorylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046835
Rv2202c,carbohydrate phosphorylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046835
Rv2436,carbohydrate phosphorylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046835
Rv1604,inositol phosphate dephosphorylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046855
Rv2701c,inositol phosphate dephosphorylation ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046855
Rv3865,secretion ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046903
Rv3866,secretion ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0046903
Rv0295c,3'-phosphoadenosine 5'-phosphosulfate metabolic process ,biological_process,http://amigo.geneontology.org/amigo/term/GO:0050427
